SHALVA,SZYMANEK,16
CHRISTOS,PIECH,16
ISRAEL,BUGAJSKI,16
BADRI,MAJKOWSKI,15
TSIMAFEI,PLICHTA,15
RADZISŁAW,KULPA,15
MATIAS,LEWIŃSKI,15
DARIUS,RZEPECKI,15
RAINER,GĄSIOREK,15
DOBROSŁAW,PERKOWSKI,15
ANDREJ,SUSKI,15
ANGEL,BOGDAŃSKI,15
DIRK,GOLA,15
TEIMURAZ,LIPIEC,15
MARAT,SKONIECZNY,15
VASILII,RADZISZEWSKI,14
ZVIAD,KAPUŚCIŃSKI,14
ZURABI,BARTOSZEK,14
AVTANDIL,JAKUBIEC,14
EUGEN,RODAK,14
ISLAM,KOKOSZKA,14
BURAK,ROGOZIŃSKI,14
KONSTANTINOS,KURZAWA,14
EVGENY,PANASIUK,14
CARLO,WASIELEWSKI,14
SŁAWEK,SCHMIDT,14
EMIR,PISZCZEK,14
RAMI,SUŁKOWSKI,13
NOE,ORZEŁ,13
TELESFOR,WOJTOWICZ,13
HASSAN,KUPIEC,13
CELESTYN,RACZKOWSKI,13
VINCENZO,SUCHECKI,13
ERHARD,OLSZAK,13
MAURO,WRZOSEK,13
MATHIEU,LANGE,13
HEINRICH,PISAREK,13
PASKAL,DYMEK,13
MODEST,OŻÓG,13
BRAK DANYCH,ROKICKI,12
ISAAC,WIELGUS,12
ONUR,PASZKIEWICZ,12
MUHAMMED,SZPAK,12
STANLEY,GOLIŃSKI,12
ALESSIO,KOKOT,12
IURI,KAŹMIERSKI,12
JEFFREY,KOZAKIEWICZ,12
DMITRIJ,GOŁĄBEK,12
JOZEF,JANCZAK,12
MIHAI,KAWALEC,12
GLEB,ZAPAŁA,12
NADAV,ADAMIEC,11
KAKHABER,JASKULSKI,11
WOJTEK,RÓG,11
YOUSSEF,GŁADYSZ,11
STANISLAW,WYRZYKOWSKI,11
NIR,OSOWSKI,11
GRIGORE,BIELA,11
IOANNIS,BIAŁECKI,11
MATTIA,BANASZAK,11
VSEVOLOD,WOJTASZEK,11
BOŻYDAR,BRODOWSKI,11
JÖRG,BUGAJ,11
MAIK,STOKŁOSA,10
MARYAN,BARSZCZ,10
MATSVEI,BOJARSKI,10
ÖMER,CHROBAK,10
JAROSLAV,LASEK,10
DAMAZY,KOPROWSKI,10
VLADIMER,ŚWIERCZEK,10
MIKOLAJ,GRUCA,10
EUGENIU,MATUSIK,10
GHENADIE,ROMAŃSKI,10
OMRI,BRZESKI,10
OSMAN,GARBACZ,10
GAL,SZYMANOWSKI,9
TEMUR,KONARSKI,9
BARYS,PLEWA,9
FIODOR,MACH,9
HEKTOR,NGUYEN,9
STEPHAN,SUDOŁ,9
TAMAZ,MĄCZKA,9
HAMZA,POTOCKI,9
DOMENICO,LOREK,9
ALVARO,SMOLAREK,9
URI,KAROLAK,9
LOTAR,SOLECKI,9
MAXIMILLIAN,NOWIŃSKI,8
GERALD,PIERZCHAŁA,8
GUIDO,KOSTKA,8
KAKHA,KOCHAŃSKI,8
ARMANDO,SUROWIEC,8
EVGHENI,GABRYŚ,8
IDAN,KALIŃSKI,8
SAJMON,JAMRÓZ,8
ROMEO,WASZKIEWICZ,8
KOSTYANTYN,BALICKI,8
WILLI,SZCZYGIELSKI,8
KHALED,PŁATEK,8
ADRIANO,AMBROZIAK,7
DACJAN,ŁACH,7
LIOR,PISKORZ,7
ENRIQUE,PUCHAŁA,7
MIŁOSŁAW,BILIŃSKI,7
DONALD,BURDA,7
SAID,PIECHOCKI,7
JAIME,CZARNOTA,7
TIAGO,DZIKOWSKI,7
VITAL,PASZEK,7
YULIAN,TRACZYK,7
ARSENI,WÓJCIAK,7
ARAM,SALA,6
TONY,ŚWITAŁA,6
MINH,WAGNER,6
ANIL,KOLASIŃSKI,6
GIVI,WŁOCH,6
FARID,WDOWIAK,6
ULRICH,BIEL,6
KENNETH,PASEK,6
NIKOS,PIĘTA,6
JOHAN,ZBOROWSKI,6
RENÉ,SZYMANIAK,6
CARL,BERNAT,6
VALENTINO,OKOŃ,5
RENAT,BUREK,5
URBAN,KRAUZE,5
LUCIANO,BARON,5
MIKAEL,MĄDRY,5
KILIAN,KEMPA,5
IGNACIO,WALCZYK,5
GUILLAUME,BŁOŃSKI,5
BARNABA,DOLATA,5
ILAN,STENCEL,5
PAWEL,ZAWISTOWSKI,5
DYONIZY,OSUCH,5
GIGA,GRELA,4
RENATO,SKWAREK,4
NICOLÁS,JAROSZEWSKI,4
LAURENT,ADAMCZEWSKI,4
CEZAR,OLEŚ,4
EGON,BATOR,4
MERAB,DZIURA,4
KHVICHA,WACHOWIAK,4
SCOTT,STACHOWSKI,4
MUSA,MODRZEJEWSKI,4
YEVGENIY,JEDYNAK,4
RAMAZ,FIGURA,4
EMILIO,OGÓREK,3
JANIS,FRANCZAK,3
ERAN,WEBER,3
MAURICIO,CICHOSZ,3
FRANCO,KAPICA,3
OR,ZARĘBSKI,3
OTTON,FERENC,3
DAMIEN,GAZDA,3
ASLAN,MULARCZYK,3
PLATON,WĄSOWSKI,3
GUILLERMO,CIOŁEK,3
LUCJUSZ,MIŚ,3
MURAD,MIECZKOWSKI,2
LYUBOMYR,MROWIEC,2
GIACOMO,GÓRALCZYK,2
AKAKI,MOROZ,2
KONSTANTYN,DOLIŃSKI,2
RAMIN,STĘPNIEWSKI,2
ADNAN,WALIGÓRA,2
HAKAN,ŁOŚ,2
TAREK,OZGA,2
LOGAN,KOŚCIELNIAK,2
DMITRIY,GROBELNY,2
KAMAL,KOZYRA,2
IBRAGIM,PARADOWSKI,1
MARVIN,PÓŁTORAK,1
DANILA,MAJDA,1
